message,response
Was your brother the one it was custom made for?,yes my brother is the one to have it custom made and I am selling it for him
Why is it being sold?,There's no longer a need for it. He had another one custom made and he decided to get rid of this one. There's nothing wrong with it
How old is it?,It's only about about 6 months old
Would you accept $150 if I was able to pick it up myself tonight and I paid in cash?,yes I will accept the offer
Okay!,awesome
"hi, i like this but I only $15 to spend, do you have any room to come down?","Hi There! Are you interested in buying.  I originally paid about $100 for this device, so this is a great buy at $20. I'll sell it for $18 though. Deal?"
"well, i guess i can find a couple more dollars for it...$18 is good....thanks",Perfect and thanks!
"Hey, nice router, how long have you had it?",About a year or so.  It's time I upgraded so I figured I'd sell this one off to someone that could use it.  I'm looking for 13 bucks for it
"Does it still work? Obviously its used and my budget is much closer to $8, but I'm willing to meet you half way",Still works perfectly.  Hows 11 sound?  I don't think I can go any lower than that.
"Hi, I am interested in your bike for sale. I have cash on me right now and I'm willing to pick it up. Would it be possible to do this for $1100?",sorry 1100 is a lot less than I am looking for.  I could take off 10% if you pick it up. That would make it 1440
"oops, its early for me",Hello.
hello,Are you interested in my end table?
"I am interested in your end table, however it seems kind of expensive given it is used. Can you come down a bit?",Perhaps. Make an offer.
Hrm how about 20 dollars if I come to pick it up myself?,That's too low. I want at least $30.
Yes I am. How long have you had it,Just a couple of years..
Is it in great condition. Does it work well,"Yes, looks new, and it does the job awesome.  I am asking 2700 for it."
.ca  you go down a bit in price like say 200,I am willing to take 2350 if you can sign the deal today.
Yes please,"It works very well and the CC swiper is new, it's perfect for a small business"
Great how much is the price?,$200
That's too much can we negotiate?,Sure but it's in an incredible system. I won't go lower than 175
how about $150?,"Fine, I need to get rid of it"
How much would you be willing to drop on the price? It's a great bike but $80 for just that is a bit much.,"It's a vintage bike, originally retailed for $400, really a rare find. They usually go for about $150. I'm selling for $80 because it does need a new tire, and some chain grease and probably a new seat"
Hi! I just found your ad and I'm very interested,Hello. Thanks for contacting me. I need to get rid of the bed fast to make room for a new bed. Would you like to purchase for $100?
"Thats a little high for me, especially for a used bed. How does $65 sound?","I couldn't go that low, but I will work with you. Would $85 work?"
go $70 and I'll pick it up within the hour!,$75 and we have a deal!
"Hey im interested in the ad, Im willing to pay 1400 for this",Hi. I am not able to go that low as this is right in downtown. The location is perfect which is why it is priced higher.
how low are you willing to go?,I can do $2000 if you can pay cash every month.
Can we agree 1900 and ill pay cash.,Meet me at $1950 and we can have a deal.
"Ok, ill make the offer then",Thank you.
Hi.,"So, your interested in the bike..."
"Yes, I would be interested in the bike. Are the front brakes working? What is the condition of the tires?","Yes, there are front brakes... the bike is in decent condition, however, it needs a bit of TLC with the back brakes... everything is completely repairable"
Does it come with a bike lock? Would you be willing to throw one into a deal?,"Of course, I can even throw in a free delivery if needed"
"It sounds good. If you could deliver the bike to me and throw in a lock, I could offer you $80.",How about we meet in the middle for 85? I'll deliver it the same day as purchase.
Does the $85 include the lock?,of course
Agreed. $85 + (1) Bike Lock + Free Delivery to the Buyer,Agreed
"Hi, can you deliver the table? Or lower the price and accept 75? I can pickup today.","I think we can work something out. I have a pick up. I can deliver if your local, but I really can't take less than 100"
If you can deliver today I can agree to pay 100.,Awesome sauce. I think we can do business.
"I am very interested in this item, I am willing to pay your full price if you can deliver.",Okay great that's a deal.
How are you doing today? Are you interested in the house I'm selling?,I am renting the house it is availible for $3895.
"I apologize. I understand that, haha. It's been a long morning. I guess I need more coffee. I am very interested in it. Can you give me a brief description of the condition?",I understand. It is a single family house with 5 bedrooms and 1 bathroom. It has a front yard and a back yard. It is beautiful on the inside and out.
would be willing to accept $3750?,We did just remodel and put in stainless steel appliances. You also have parking for up to three vehicles.
"Hello, how are you?","Great, thanks!  Are you interested in the el Camino?  It's a great car!"
"Yes, I am. I would love to add it to my collection I have at home.","You won't regret it! This car has everything you could ask for and only 8k miles on the new motor.  The asking price is $17000, but I'm willing to negotiate the price or trade for a nice fishing boat of equal value."
